"","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP"
"364","MARIAN","Guam","TRBA","Trachinotus baillonii","Carangidae","PISCIVORE"
"365","MARIAN","Guam","TRBL","Trachinotus blochii","Carangidae","SECONDARY"
"366","MARIAN","Guam","TROB","Triaenodon obesus","Carcharhinidae","PISCIVORE"
"367","MARIAN","Guam","TUNA","Scombridae","Scombridae","PISCIVORE"
"368","MARIAN","Guam","TYCR","Tylosurus crocodilus","Belonidae","PISCIVORE"
"369","MARIAN","Guam","VAAL","Variola albimarginata","Serranidae","PISCIVORE"
"370","MARIAN","Guam","VALO","Variola louti","Serranidae","PISCIVORE"
"371","MARIAN","Guam","VAST","Valenciennea strigata","Gobiidae","SECONDARY"
"372","MARIAN","Guam","WRAS","Labridae","Labridae","SECONDARY"
"373","MARIAN","Guam","XAAU","Xanthichthys auromarginatus","Balistidae","PLANKTIVORE"
"374","MARIAN","Guam","ZACO","Zanclus cornutus","Zanclidae","SECONDARY"
"375","MARIAN","Guam","ZEFL","Zebrasoma flavescens","Acanthuridae","PRIMARY"
"376","MARIAN","Guam","ZESC","Zebrasoma scopas","Acanthuridae","PRIMARY"
"377","MARIAN","Guam","ZEVE","Zebrasoma veliferum","Acanthuridae","PRIMARY"
